global_step,avg_MF_assisted,avg_MF_no_assist
226,0.6879109463738385,0.7015838967235982
227,0.6878422158536486,0.7016089074146059
228,0.687773506561995,0.7016339133872962
229,0.6877048187146403,0.7016589146425392
230,0.68763615242923,0.7016839111812042
231,0.6875675078312969,0.7017089030041607
232,0.6874988849772015,0.7017338901122776
233,0.6874302839407486,0.7017588725064243
234,0.6873933977770115,0.7017838501874696
235,0.6873565245065043,0.7018088231562823
236,0.6873196641377123,0.7018337914137308
237,0.6872828166989128,0.7018587549606837
238,0.6872459821879454,0.7018837137980092
239,0.6872091606227713,0.7019086679265752
240,0.6871723519967582,0.7019336173472498
241,0.6871355563215115,0.7019585620609009
242,0.6870987735884078,0.701983502068396
243,0.6870620038050049,0.7020084373706026
244,0.6870884028023702,0.7020333679683879
245,0.68711479682712,0.7020582938626192
246,0.6871411858778975,0.7020832150541633
247,0.6871675699617027,0.7021081315438868
248,0.6871939490738139,0.7021330433326569
249,0.6872203232203652,0.7021579504213397
250,0.6872466923974417,0.7021828528108017
251,0.6872730566104316,0.7022077505019092
252,0.6872994158561085,0.702232643495528
253,0.6873257701392231,0.702257531792524
254,0.6873521194571385,0.7022824153937629
255,0.6873784638140593,0.7023072943001103
256,0.6874048032078529,0.7023321685124316
257,0.6874311376422567,0.7023570380315919
258,0.6874574671155701,0.7023819028584564
259,0.6874837916311299,0.7024067629938898
260,0.6875101111876055,0.702431618438757
261,0.6875364257879908,0.7024564691939226
262,0.6875627354312717,0.7024813152602509
263,0.6875890401201482,0.7025061566386065
264,0.6876153398538785,0.702530993329853
265,0.6876416346349093,0.7025558253348548
266,0.6876679244627325,0.7025806526544754
267,0.6876942093395785,0.7026054752895785
268,0.6877204892651384,0.7026302932410274
269,0.6877467642414569,0.7026551065096859
270,0.6877730342683971,0.7026799150964166
271,0.6877992993478433,0.7027047190020829
272,0.687825559479807,0.7027295182275474
273,0.6878518146660345,0.7027543127736728
274,0.6878780649066644,0.7027791026413217
275,0.6879043102033243,0.7028038878313564
276,0.687930550556262,0.7028286683446391
277,0.6879567859670036,0.7028534441820319
278,0.68798301643589,0.7028782153443965
279,0.6880092419643605,0.7029029818325948
280,0.6880354625528363,0.7029277436474883
281,0.6880616782026813,0.7029525007899385
282,0.6880878889143857,0.7029772532608064
283,0.688114094689249,0.7030020010609533
284,0.6881402955278203,0.7030267441912401
285,0.6881664914313438,0.7030514826525275
286,0.6881926824004198,0.703076216445676
287,0.6882188684362439,0.7031009455715463
288,0.6882450495394606,0.7031256700309986
289,0.6882712257112242,0.7031503898248929
290,0.6882973969522169,0.7031751049540893
291,0.6883235632635575,0.7031998154194478
292,0.6883497246459601,0.7032245212218277
293,0.6883758811005133,0.7032492223620886
294,0.6884020326279588,0.70327391884109
295,0.688428179229359,0.703298610659691
296,0.6884543209054789,0.7033232978187506
297,0.6884804576573589,0.7033479803191276
298,0.688506589485784,0.7033726581616809
299,0.6885327163917748,0.7033973313472689
300,0.6885588383761343,0.7034219998767499
301,0.6885849554398661,0.7034466637509822
302,0.6886110675837881,0.7034713229708242
303,0.6886371748088892,0.7034959775371333
304,0.6886632771160003,0.7035206274507676
305,0.6886893745060979,0.7035452727125847
306,0.6887154669800234,0.703569913323442
307,0.6887415545387432,0.7035945492841965
308,0.6887676371831075,0.7036191805957056
309,0.6887937149140738,0.7036438072588264
310,0.6888197877325001,0.7036684292744154
311,0.6888458556393355,0.7036930466433294
312,0.688871918635445,0.7037176593664248
313,0.6888979767217713,0.7037422674445581
314,0.6889240298991846,0.7037668708785855
315,0.6889500781686216,0.7037914696693628
316,0.688976121530958,0.7038160638177461
317,0.6890021599871247,0.7038406533245909
318,0.6890281935380015,0.7038652381907529
319,0.6890542221845153,0.7038898184170873
320,0.689080245927549,0.7039143940044497
321,0.689106264768026,0.7039389649536948
322,0.689132278706832,0.7039635312656777
323,0.6891582877448866,0.7039880929412531
324,0.6891842918830786,0.7040126499812757
325,0.6892102911223246,0.7040372023865996
326,0.6892362854635148,0.7040617501580798
327,0.6892622749075641,0.7040862932965696
328,0.6892882594553639,0.7041108318029236
329,0.689314239107827,0.7041353656779953
330,0.6893402138658461,0.7041598949226384
331,0.6893661837303325,0.7041844195377065
332,0.6893921487021797,0.7042089395240527
333,0.6894181087822971,0.7042334548825305
334,0.6894440639715796,0.7042579656139928
335,0.6894700142709348,0.7042824717192925
336,0.6894959596812585,0.7043069731992823
337,0.6895219002034568,0.7043314700548146
338,0.6895478358384262,0.704355962286742
339,0.6895737665870715,0.7043804498959169
340,0.6895996924502897,0.7044049328831908
341,0.6896256134289849,0.7044294112494164
342,0.6896515295240538,0.7044538849954448
343,0.6896774407364,0.7044783541221279
344,0.6897033470669206,0.7045028186303174
345,0.6897292485165177,0.7045272785208639
346,0.6897551450860889,0.7045517337946193
347,0.6897810367765357,0.7045761844524342
348,0.6898069235887557,0.7046006304951596
349,0.6898328055236496,0.7046250719236461
350,0.6898586825821148,0.704649508738744
351,0.6898845547650515,0.7046739409413041
352,0.6899104220733573,0.7046983685321763
353,0.6899362845079318,0.7047227915122107
354,0.6899621420696723,0.7047472098822571
355,0.6899879947594777,0.7047716236431656
356,0.6900138425782453,0.7047960327957852
357,0.6900396855268737,0.7048204373409658
358,0.6900655236062598,0.7048448372795567
359,0.690091356817302,0.7048692326124065
360,0.6901171851608968,0.7048936233403648
361,0.690143008637942,0.7049180094642796
362,0.6901688272493339,0.7049423909850003
363,0.6901946409959704,0.7049667679033753
364,0.6902204498787471,0.7049911402202523
365,0.6902462538985611,0.7050155079364799
366,0.6902720530563086,0.7050398710529063
367,0.6902978473528859,0.7050642295703793
368,0.6903236367891888,0.7050885834897461
369,0.6903494213661133,0.7051129328118547
370,0.6903752010845551,0.7051372775375525
371,0.6904009759454097,0.7051616176676866
372,0.6904267459495722,0.7051859532031041
373,0.6904525110979384,0.7052102841446516
374,0.6904782713914027,0.7052346104931765
375,0.6905040268308603,0.7052589322495252
376,0.6905297774172058,0.7052832494145437
377,0.690555523151334,0.7053075619890787
378,0.6905812640341386,0.7053318699739765
379,0.6906070000665143,0.7053561733700825
380,0.6906327312493552,0.7053804721782432
381,0.690658457583555,0.7054047663993038
382,0.6906841790700075,0.70542905603411
383,0.6907098957096062,0.7054533410835072
384,0.6907356075032444,0.7054776215483405
385,0.6907613144518153,0.705501897429455
386,0.6907870165562121,0.7055261687276957
387,0.6908127138173277,0.7055504354439069
388,0.6908384062360547,0.7055746975789338
389,0.6908640938132855,0.7055989551336204
390,0.6908897765499128,0.7056232081088112
391,0.6909154544468289,0.70564745650535
392,0.6909411275049254,0.7056717003240811
393,0.6909667957250947,0.7056959395658482
394,0.690992459108228,0.7057201742314949
395,0.6910181176552176,0.7057444043218647
396,0.6910437713669543,0.705768629837801
397,0.6910694202443293,0.705792850780147
398,0.6910950642882341,0.7058170671497456
399,0.6911207034995596,0.7058412789474396
400,0.691146337879196,0.7058654861740722
401,0.6911719674280344,0.7058896888304852
402,0.6911975921469651,0.7059138869175218
403,0.6912232120368783,0.7059380804360235
404,0.6912488270986641,0.7059622693868332
405,0.6912744373332126,0.7059864537707919
406,0.6913000427414132,0.7060106335887423
407,0.6913256433241558,0.7060348088415255
408,0.6913512390823299,0.7060589795299831
409,0.6913768300168245,0.7060831456549564
410,0.6914024161285287,0.7061073072172867
411,0.6914279974183316,0.7061314642178148
412,0.6914535738871223,0.7061556166573815
413,0.6914791455357886,0.7061797645368277
414,0.6915047123652197,0.7062039078569939
415,0.6915302743763037,0.7062280466187206
416,0.6915558315699283,0.7062521808228478
417,0.6915813839469821,0.7062763104702157
418,0.6916069315083525,0.7063004355616642
419,0.6916324742549272,0.7063245560980332
420,0.6916580121875939,0.706348672080162
421,0.6916835453072396,0.7063727835088905
422,0.6917090736147515,0.7063968903850576
423,0.6917345971110168,0.7064209927095028
424,0.6917601157969219,0.7064450904830649
425,0.6917856296733541,0.7064691837065826
426,0.691811138741199,0.7064932723808948
427,0.691836643001344,0.7065173565068402
428,0.6918621424546744,0.7065414360852568
429,0.6918876371020763,0.706565511116983
430,0.6919131269444362,0.7065895816028568
431,0.6919386119826388,0.7066136475437164
432,0.6919640922175705,0.706637708940399
433,0.6919895676501161,0.7066617657937427
434,0.6920150382811611,0.7066858181045849
435,0.6920078809672443,0.7067098658737626
436,0.6920002861798155,0.7067339091021133
437,0.6919918076130015,0.7067579477904736
438,0.6919824341179638,0.7067819819396809
439,0.6919722925756181,0.7068060115505713
440,0.6919615200110684,0.7068300366239816
441,0.6919502343428822,0.706854057160748
442,0.69193853228539,0.7068780731617071
443,0.6919264918775667,0.7069020846276947
444,0.6919141762595565,0.7069260915595467
445,0.6919016374139622,0.7069500939580987
446,0.691888918935302,0.7069740918241868
447,0.6918760580375634,0.7069980851586459
448,0.6918630870454537,0.7070220739623116
449,0.6918500345309507,0.7070460582360191
450,0.6918369262219285,0.7070700379806031
451,0.691823785753131,0.7070940131968987
452,0.6918114335320834,0.7071179838857403
453,0.6917991146511869,0.7071419500479629
454,0.6917868886820459,0.7071659116844002
455,0.6917747609314612,0.7071898687958872
456,0.6917627559087972,0.7072138213832572
457,0.6917508600414181,0.7072377694473445
458,0.6917391105536871,0.7072617129889829
459,0.6917275192452804,0.707285652009006
460,0.6917161197534792,0.7073095865082472
461,0.6917049302392714,0.7073335164875393
462,0.6916939844805999,0.7073574419477163
463,0.6916833050458608,0.7073813628896107
464,0.6916729280296475,0.7074052793140555
465,0.6916628789552957,0.7074291912218834
466,0.6916531977151807,0.7074530986139266
467,0.6916439106552293,0.7074770014910179
468,0.691635063483746,0.7075008998539891
469,0.6916266788341644,0.7075247937036728
470,0.6916188137938165,0.7075486830409004
471,0.6916114748001877,0.7075725678665039
472,0.691604752081766,0.707596448181315
473,0.691598591491643,0.7076203239861648
474,0.691592511552675,0.707644195281885
475,0.6915864344455889,0.7076680620693067
476,0.691580360564687,0.7076919243492606
477,0.6915742900787271,0.7077157821225777
478,0.6915682232285447,0.7077396353900888
479,0.691562160089681,0.7077634841526245
480,0.6915561008133734,0.7077873284110149
481,0.6915500454260793,0.7078111681660902
482,0.6915439940258347,0.7078350034186807
483,0.6915379466142079,0.7078588341696164
484,0.691531903256949,0.7078826604197269
485,0.6915258639438574,0.7079064821698416
486,0.6915198287205522,0.7079302994207906
487,0.6915137975720459,0.7079541121734026
488,0.6915077705309983,0.7079779204285069
489,0.691501747581241,0.7080017241869329
490,0.6914957287467862,0.7080255234495089
491,0.6914897140120488,0.7080493182170638
492,0.6914837033950533,0.7080731084904265
493,0.6914776968815701,0.7080968942704248
494,0.6914716944853284,0.7081206755578874
495,0.6914970072666019,0.7081444523536421
496,0.6915223152794296,0.7081682246585169
497,0.6915476185172706,0.7081919924733399
498,0.6915729169901894,0.7082157557989381
499,0.6915982106907336,0.7082395146361397
500,0.6916234996273335,0.7082632689857715
501,0.6916487837940247,0.7082870188486611
502,0.6916740631978864,0.7083107642256351
503,0.6916993378341795,0.7083345051175204
504,0.6917246077088705,0.708358241525144
505,0.6917498728182299,0.7083819734493324
506,0.6917751331673071,0.708405700890912
507,0.6918003887532036,0.708429423850709
508,0.6918256395802153,0.7084531423295494
509,0.6918508856461264,0.7084768563282591
510,0.6918761269546128,0.7085005658476645
511,0.6919013635040199,0.7085242708885907
512,0.6919265952975145,0.7085479714518632
513,0.6919518223339028,0.7085716675383075
514,0.6919770446159337,0.7085953591487488
515,0.6920022621427911,0.7086190462840122
516,0.6920274749168812,0.7086427289449223
517,0.6920526829376977,0.7086664071323042
518,0.6920778862073655,0.7086900808469823
519,0.6921030847256325,0.7087137500897812
520,0.6921282784943931,0.7087374148615249
521,0.6921534675136028,0.7087610751630377
522,0.6921786517849676,0.7087847309951435
523,0.6922038313086132,0.7088083823586664
524,0.6922290060860908,0.7088320292544297
525,0.6922541761176652,0.7088556716832571
526,0.6922466900293539,0.708879309645972
527,0.6922374924342538,0.7089029431433977
528,0.6922262476267796,0.708926572176357
529,0.6922135151640226,0.7089501967456732
530,0.6921999505523139,0.7089738168521685
531,0.6921864988693387,0.7089974324966661
532,0.6921417523035935,0.7090210436799883
533,0.6921016225392872,0.7090446504029572
534,0.6920266179972757,0.7090682526663948
535,0.6919497421891574,0.7090918504711238
536,0.6918715797630058,0.7091154438179655
537,0.6917967149569936,0.7091390327077418
538,0.6917204058881424,0.7091626171412742
539,0.6916114041295974,0.7091861971193841
540,0.6915017190483757,0.7092097726428929
541,0.6913915798216063,0.7092333437126213
542,0.6913136671107654,0.7092569103293908
543,0.691204156182203,0.7092804724940217
544,0.6911279007528349,0.7093040302073348
545,0.6910845570451407,0.7093275834701509
546,0.6910408411796252,0.7093511322832899
547,0.6909967732994997,0.7093746766475723
548,0.6908865651241732,0.7093982165638179
549,0.6907427735029076,0.7094217520328469
550,0.6906303087512825,0.7094452830554786
551,0.6905181406688934,0.7094688096325331
552,0.6904063050956358,0.7094923317648294
553,0.690326203567358,0.709515849453187
554,0.6902462074049168,0.7095393626984251
555,0.69013475922159,0.7095628715013625
556,0.6899917337599457,0.7095863758628181
557,0.6898811384226594,0.7096098757836106
558,0.6897705323884412,0.7096333712645587
559,0.6897263950366587,0.7096568623064804
560,0.6896822421539798,0.7096803489101943
561,0.6896380727316317,0.709703831076518
562,0.6895606845226236,0.7097273088062702
563,0.6894175816938272,0.7097507821002679
564,0.6893058668068669,0.7097742509593291
565,0.6891942028838521,0.7097977153842714
566,0.6890826017867436,0.7098211753759118
567,0.6890025054631721,0.7098446309350677
568,0.688922448632351,0.709868082062556
569,0.688842411778441,0.7098915287591936
570,0.6887623954248671,0.7099149710257974
571,0.6886833884782728,0.7099384088631835
572,0.6885729446409606,0.7099618422721689
573,0.6885288228367581,0.7099852712535695
574,0.6884847112492984,0.7100086958082015
575,0.6884406107308828,0.710032115936881
576,0.6883965214389841,0.7100555316404238
577,0.6882851222306909,0.7100789429196452
578,0.6881737577981148,0.7101023497753612
579,0.6880938244604503,0.7101257522083871
580,0.6880139174668596,0.7101491502195377
581,0.6879340372555376,0.7101725438096286
582,0.6878541828877224,0.7101959329794746
583,0.6877743535097153,0.7102193177298902
584,0.6876945490757008,0.7102426980616902
585,0.6876470581671567,0.7102660739756889
586,0.6875995830461096,0.7102894454727009
587,0.6875851339868956,0.7103128125535402
588,0.6875706917546257,0.7103361752190208
589,0.6875562563833252,0.7103595334699567
590,0.6875418279035722,0.7103828873071615
591,0.687462107174485,0.7104062367314489
592,0.6873824117804263,0.710429581743632
593,0.6873357338767444,0.7104529223445244
594,0.6872890719276853,0.7104762585349391
595,0.6872094336004312,0.7104995903156891
596,0.6871628036754149,0.7105229176875872
597,0.687116189665884,0.7105462406514459
598,0.6870695915658148,0.7105695592080781
599,0.6870230094112003,0.7105928733582957
600,0.6869473649146222,0.7106161831029114
601,0.6868886626740055,0.7106394884427369
602,0.6868265088181936,0.7106627893785844
603,0.6867624248545545,0.7106860859112656
604,0.6866971361749551,0.7107093780415918
605,0.6866310517850533,0.7107326657703749
606,0.6865644240488736,0.7107559490984259
607,0.6864974183425206,0.7107792280265562
608,0.6864301468728032,0.7108025025555768
609,0.6863626881989631,0.7108257726862984
610,0.6862950980255417,0.710849038419532
611,0.686227416705036,0.7108722997560878
612,0.6861596734738397,0.7108955566967765
613,0.6860918899268048,0.7109188092424082
614,0.6860240818648303,0.7109420573937935
615,0.6859562611065876,0.7109653011517417
616,0.6858884363249106,0.7109885405170632
617,0.6858206140706824,0.7110117754905674
618,0.685752799141332,0.7110350060730637
619,0.6856849951953459,0.7110582322653617
620,0.6856172048946073,0.7110814540682705
621,0.685549430292185,0.7111046714825995
622,0.6854816728646633,0.711127884509157
623,0.6853816696397992,0.7111510931487525
624,0.6852809549191504,0.7111742974021941
625,0.6852090012127041,0.7111974972702906
626,0.6851351553043593,0.7112206927538502
627,0.6850914972158789,0.7112438838536811
628,0.6850154944881092,0.7112670705705914
629,0.6849744185105894,0.7112902529053887
630,0.6849003878082547,0.7113134308588812
631,0.6848236332218985,0.7113366044318764
632,0.684750031443566,0.7113597736251815
633,0.6846757470038497,0.7113829384396038
634,0.6846003620676995,0.7114060988759507
635,0.6844930178175592,0.7114292549350291
636,0.684385092344216,0.7114524066176457
637,0.6842767622700029,0.7114755539246073
638,0.6842003048384141,0.7114986968567205
639,0.6841566763122028,0.7115218354147917
640,0.684114809440903,0.7115449695996271
641,0.6840726783279711,0.7115680994120327
642,0.6840301069558169,0.7115912248528148
643,0.6839871123844298,0.7116143459227788
644,0.6838786809264829,0.7116374626227305
645,0.683737044314498,0.7116605749534757
646,0.6836264998831653,0.7116836829158193
647,0.6835164567854287,0.7117067865105668
648,0.6834065834502377,0.7117298857385234
649,0.6833279784265694,0.7117529806004935
650,0.6832182100218227,0.7117760710972826
651,0.6831084072561492,0.7117991572296943
652,0.6829675722277601,0.7118222389985341
653,0.6828588034339492,0.711845316404606
654,0.68275002469887,0.711868389448714
655,0.6827069670188238,0.7118914581316621
656,0.6826638931849048,0.7119145224542544
657,0.6826208054743926,0.7119375824172945
658,0.6825448628433013,0.711960638021586
659,0.6824039751971992,0.7119836892679322
660,0.6822942034962317,0.7120067361571367
661,0.6821845001605374,0.7120297786900025
662,0.6821057690172285,0.7120528168673325
663,0.6820270822099225,0.7120758506899296
664,0.6819173309659798,0.7120988801585965
665,0.6818386889341962,0.7121219052741359
666,0.6817920642562566,0.7121449260373498
667,0.6816834373162127,0.7121679424490409
668,0.681574838216204,0.7121909545100111
669,0.6815318159151377,0.7122139622210625
670,0.681488804430678,0.7122369655829964
671,0.6814458040872978,0.7122599645966151
672,0.6814011250161957,0.7122829592627197
673,0.6813225427552521,0.7123059495821119
674,0.6812439869922983,0.7123289355555927
675,0.6811654576073117,0.7123519171839631
676,0.6810869537530381,0.7123748944680242
677,0.6810084752390325,0.7123978674085766
678,0.680930021887391,0.7124208360064211
679,0.6808835354066228,0.7124438002623581
680,0.6808370646621101,0.7124667601771879
681,0.6807906098233428,0.7124897157517106
682,0.6807441709991675,0.7125126669867267
683,0.6807303934683896,0.7125356138830355
684,0.6807166227202798,0.7125585564414371
685,0.6806382712607064,0.712581494662731
686,0.6805925812632374,0.7126044285477166
687,0.6805469070132442,0.7126273580971932
688,0.6804686121310186,0.7126502833119601
689,0.6803903423081104,0.7126732041928161
690,0.680344715776183,0.7126961207405603
691,0.680266486600131,0.712719032955991
692,0.6801882824661755,0.7127419408399072
693,0.6801427035223268,0.712764844393107
694,0.6800971403099428,0.7127877436163891
695,0.6800189925657679,0.7128106385105512
696,0.6799408698639914,0.7128335290763914
697,0.6798953541887504,0.7128564153147076
698,0.6798498542340842,0.7128792972262974
699,0.6797717878487609,0.7129021748119584
700,0.6796972207297075,0.7129250480724879
701,0.6796402814791561,0.7129479170086831
702,0.679579823066241,0.7129707816213413
703,0.6795174036923254,0.7129936419112594
704,0.6794537623655831,0.7130164978792339
